product_id,product_name,classification,acquisition_type,month,year,month_number,units_sold,units_rented,monthly_demand,completed_sale_orders,valid_rental_requests,average_rental_days,views,searches,add_to_cart,favorites,shares,unit_price,rental_daily_price,stock_at_month_start,active_promotion,requires_prescription,previous_month_sales,previous_month_rentals,previous_month_views,previous_month_demand,average_demand_previous_3_months
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-05-01,2024,5,2,0,2,1,0,0.0,3,1,0,0,0,10102.62,420.0,28,False,False,2,0,0,2,0.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-06-01,2024,6,2,0,2,2,0,0.0,1,1,1,1,0,10172.69,420.0,25,False,False,2,0,3,2,1.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-07-01,2024,7,2,0,2,1,0,0.0,0,3,0,1,0,10246.4,420.0,21,False,False,2,0,1,2,2.0
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-08-01,2024,8,4,0,4,2,0,0.0,2,2,0,1,0,10344.76,420.0,15,True,False,2,0,0,2,2.0
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-09-01,2024,9,2,0,2,1,0,0.0,3,2,1,0,0,10445.27,420.0,22,False,False,4,0,2,4,2.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-10-01,2024,10,4,1,5,2,1,7.0,5,1,1,0,0,10453.42,420.0,19,False,False,2,0,3,2,2.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-11-01,2024,11,0,0,0,0,0,0.0,3,1,2,0,0,10555.33,420.0,15,False,False,4,1,5,5,3.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2024-12-01,2024,12,1,0,1,1,0,0.0,5,3,0,0,1,10571.34,420.0,17,False,False,0,0,3,0,2.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-01-01,2025,1,0,0,0,0,0,0.0,5,2,2,2,0,10626.68,420.0,14,True,False,1,0,5,1,2.0
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-02-01,2025,2,2,1,3,1,1,7.0,2,2,0,0,1,10574.09,420.0,21,False,False,0,0,5,0,0.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-03-01,2025,3,1,0,1,1,0,0.0,4,2,0,1,1,10606.64,420.0,19,False,False,2,1,2,3,1.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-04-01,2025,4,7,0,7,5,0,0.0,7,4,3,2,1,10618.11,420.0,17,True,False,1,0,4,1,1.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-05-01,2025,5,5,0,5,2,0,0.0,8,2,1,1,0,10623.68,420.0,28,False,False,7,0,7,7,3.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-06-01,2025,6,10,0,10,4,0,0.0,13,2,4,1,0,10704.72,420.0,20,True,False,5,0,8,5,4.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-07-01,2025,7,10,0,10,4,0,0.0,11,3,1,2,0,10732.95,420.0,9,False,False,10,0,13,10,7.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-08-01,2025,8,12,0,12,4,0,0.0,19,6,2,2,0,10732.61,420.0,24,False,False,10,0,11,10,8.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-09-01,2025,9,15,1,16,8,1,12.0,22,5,4,2,2,10732.97,420.0,9,True,False,12,0,19,12,10.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-10-01,2025,10,10,2,12,4,2,7.5,17,10,2,0,0,10732.39,420.0,21,False,False,15,1,22,16,12.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-11-01,2025,11,11,1,12,7,1,5.0,18,7,2,2,0,10729.18,420.0,19,False,False,10,2,17,12,13.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2025-12-01,2025,12,3,1,4,1,1,4.0,15,6,4,2,0,10695.55,420.0,36,False,False,11,1,18,12,13.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-01-01,2026,1,10,1,11,5,1,4.0,33,8,3,2,0,10733.1,420.0,35,False,False,3,1,15,4,9.33
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-02-01,2026,2,11,0,11,5,0,0.0,25,5,3,3,2,10732.69,420.0,31,False,False,10,1,33,11,9.0
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-03-01,2026,3,16,0,16,9,0,0.0,38,6,5,1,2,10733.13,420.0,22,False,False,11,0,25,11,8.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-04-01,2026,4,12,0,12,7,0,0.0,28,8,7,1,3,10681.56,420.0,26,True,False,16,0,38,16,12.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-05-01,2026,5,10,0,10,6,0,0.0,22,10,3,2,0,10666.99,420.0,44,False,False,12,0,28,12,13.0
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-06-01,2026,6,21,1,22,12,1,10.0,16,3,3,0,1,10606.63,420.0,36,False,False,10,0,22,10,12.67
180,Silla de ruedas reclinable,Movilidad,MIXTO,2026-07-01,2026,7,1,0,1,1,0,0.0,11,1,2,0,1,10622.63,420.0,62,False,False,21,1,16,22,14.67
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,17342.89,590.0,32,True,False,0,0,0,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,0,0,0,17447.67,590.0,31,False,False,0,0,0,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-03-01,2024,3,0,0,0,0,0,0.0,0,0,0,0,0,17496.71,590.0,32,False,False,0,0,0,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-04-01,2024,4,0,0,0,0,0,0.0,0,0,0,0,0,17570.12,590.0,29,False,False,0,0,0,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-05-01,2024,5,0,0,0,0,0,0.0,2,0,0,0,0,17670.74,590.0,27,False,False,0,0,0,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-06-01,2024,6,0,0,0,0,0,0.0,1,1,0,0,1,17638.38,590.0,27,True,False,0,0,2,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-07-01,2024,7,0,0,0,0,0,0.0,4,1,0,1,0,17564.62,590.0,26,False,False,0,0,1,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-08-01,2024,8,0,0,0,0,0,0.0,2,0,0,0,0,17721.88,590.0,27,False,False,0,0,4,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-09-01,2024,9,0,0,0,0,0,0.0,9,0,0,1,0,17818.57,590.0,27,True,False,0,0,2,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-10-01,2024,10,0,0,0,0,0,0.0,2,2,0,0,0,17768.24,590.0,26,False,False,0,0,9,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-11-01,2024,11,0,0,0,0,0,0.0,6,2,0,0,0,17986.04,590.0,23,False,False,0,0,2,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2024-12-01,2024,12,0,0,0,0,0,0.0,7,2,1,0,0,17929.42,590.0,21,False,False,0,0,6,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-01-01,2025,1,0,0,0,0,0,0.0,5,1,4,1,0,17813.14,590.0,22,False,False,0,0,7,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-02-01,2025,2,0,0,0,0,0,0.0,6,1,1,1,0,17927.63,590.0,23,False,False,0,0,5,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-03-01,2025,3,0,0,0,0,0,0.0,8,2,1,1,0,17926.63,590.0,21,False,False,0,0,6,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-04-01,2025,4,0,0,0,0,0,0.0,5,4,0,0,1,17977.18,590.0,19,False,False,0,0,8,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-05-01,2025,5,0,0,0,0,0,0.0,14,4,1,3,1,18083.68,590.0,17,True,False,0,0,5,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-06-01,2025,6,0,0,0,0,0,0.0,10,4,1,1,1,17900.43,590.0,15,False,False,0,0,14,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-07-01,2025,7,0,0,0,0,0,0.0,9,6,0,2,1,17976.74,590.0,16,False,False,0,0,10,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-08-01,2025,8,0,0,0,0,0,0.0,16,3,1,1,0,17820.02,590.0,14,False,False,0,0,9,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-09-01,2025,9,0,0,0,0,0,0.0,14,1,1,0,0,17879.24,590.0,21,False,False,0,0,16,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-10-01,2025,10,0,0,0,0,0,0.0,28,2,1,1,1,17799.02,590.0,21,True,False,0,0,14,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-11-01,2025,11,0,0,0,0,0,0.0,18,5,0,0,2,17828.63,590.0,19,False,False,0,0,28,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2025-12-01,2025,12,0,0,0,0,0,0.0,15,8,7,2,0,17740.72,590.0,17,False,False,0,0,18,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-01-01,2026,1,0,1,1,0,1,5.0,17,7,3,3,2,17956.08,590.0,15,False,False,0,0,15,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-02-01,2026,2,0,1,1,0,1,7.0,12,7,0,3,1,18010.86,590.0,14,False,False,0,1,17,1,0.33
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-03-01,2026,3,0,0,0,0,0,0.0,39,6,4,3,3,18029.47,590.0,13,False,False,0,1,12,1,0.67
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-04-01,2026,4,0,0,0,0,0,0.0,32,10,2,0,3,18166.9,590.0,13,False,False,0,0,39,0,0.67
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-05-01,2026,5,0,0,0,0,0,0.0,26,8,5,3,0,18081.4,590.0,14,False,False,0,0,32,0,0.33
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-06-01,2026,6,0,0,0,0,0,0.0,26,8,5,1,1,18262.71,590.0,11,False,False,0,0,26,0,0.0
181,Silla de ruedas bariátrica,Movilidad,RENTA,2026-07-01,2026,7,0,0,0,0,0,0.0,4,4,0,1,0,18396.5,590.0,12,False,False,0,0,26,0,0.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,2710.26,145.0,28,False,False,0,0,0,0,0.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,0,0,0,2724.76,145.0,28,False,False,0,0,0,0,0.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-03-01,2024,3,0,0,0,0,0,0.0,0,0,0,0,0,2714.7,145.0,33,False,False,0,0,0,0,0.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-04-01,2024,4,3,0,3,1,0,0.0,0,0,0,0,0,2733.43,145.0,31,False,False,0,0,0,0,0.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-05-01,2024,5,11,1,12,4,1,5.0,1,0,0,0,0,2751.29,145.0,28,False,False,3,0,0,3,1.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-06-01,2024,6,4,0,4,2,0,0.0,0,0,0,0,0,2734.57,145.0,16,False,False,11,1,1,12,5.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-07-01,2024,7,2,0,2,1,0,0.0,2,0,0,0,0,2735.25,145.0,9,False,False,4,0,0,4,6.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-08-01,2024,8,3,0,3,1,0,0.0,3,0,0,0,0,2730.96,145.0,24,True,False,2,0,2,2,6.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-09-01,2024,9,8,1,9,4,1,3.0,2,1,0,0,0,2742.95,145.0,19,True,False,3,0,3,3,3.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-10-01,2024,10,10,1,11,4,1,5.0,1,0,3,1,0,2716.23,145.0,14,True,False,8,1,2,9,4.67
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-11-01,2024,11,6,0,6,2,0,0.0,0,1,0,1,0,2720.83,145.0,28,False,False,10,1,1,11,7.67
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2024-12-01,2024,12,7,1,8,5,1,5.0,4,1,1,0,0,2732.88,145.0,20,False,False,6,0,0,6,8.67
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-01-01,2025,1,13,0,13,4,0,0.0,5,0,0,1,1,2729.06,145.0,13,False,False,7,1,4,8,8.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-02-01,2025,2,10,3,13,4,3,5.67,4,2,1,0,1,2755.1,145.0,25,False,False,13,0,5,13,9.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-03-01,2025,3,6,0,6,2,0,0.0,5,3,0,2,0,2749.44,145.0,14,False,False,10,3,4,13,11.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-04-01,2025,4,4,2,6,2,2,9.0,5,2,2,0,0,2758.57,145.0,5,False,False,6,0,5,6,10.67
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-05-01,2025,5,23,3,26,7,3,7.33,5,2,0,0,0,2764.94,145.0,18,True,False,4,2,5,6,8.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-06-01,2025,6,6,2,8,3,2,6.0,4,0,2,0,0,2790.51,145.0,36,False,False,23,3,5,26,12.67
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-07-01,2025,7,3,0,3,1,0,0.0,10,1,0,0,0,2810.59,145.0,25,False,False,6,2,4,8,13.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-08-01,2025,8,15,5,20,6,5,7.2,16,1,0,0,0,2800.09,145.0,20,False,False,3,0,10,3,12.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-09-01,2025,9,8,3,11,2,3,5.33,12,2,0,0,0,2790.52,145.0,30,True,False,15,5,16,20,10.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-10-01,2025,10,9,1,10,4,1,3.0,7,1,2,1,0,2776.39,145.0,17,False,False,8,3,12,11,11.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-11-01,2025,11,30,0,30,10,0,0.0,9,2,0,0,1,2799.17,145.0,37,False,False,9,1,7,10,13.67
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2025-12-01,2025,12,22,4,26,9,4,3.75,14,2,1,1,0,2810.06,145.0,54,True,False,30,0,9,30,17.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-01-01,2026,1,34,3,37,13,3,8.33,18,7,2,0,0,2824.76,145.0,28,False,False,22,4,14,26,22.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-02-01,2026,2,38,5,43,16,5,6.8,12,5,3,6,2,2856.6,145.0,40,True,False,34,3,18,37,31.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-03-01,2026,3,27,7,34,11,7,7.57,20,7,1,4,1,2840.89,145.0,65,False,False,38,5,12,43,35.33
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-04-01,2026,4,42,1,43,16,1,7.0,12,5,1,2,0,2831.47,145.0,35,False,False,27,7,20,34,38.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-05-01,2026,5,53,5,58,18,5,7.8,16,6,2,2,1,2793.45,145.0,43,False,False,42,1,12,43,40.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-06-01,2026,6,21,2,23,7,2,6.5,17,5,1,2,1,2793.56,145.0,59,False,False,53,5,16,58,45.0
182,Andadera plegable aluminio,Apoyo para caminar,MIXTO,2026-07-01,2026,7,19,1,20,6,1,6.0,1,1,1,1,0,2781.54,145.0,39,False,False,21,2,17,23,41.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-01-01,2024,1,0,0,0,0,0,0.0,0,0,0,0,0,1262.39,0.0,25,True,False,0,0,0,0,0.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-02-01,2024,2,0,0,0,0,0,0.0,0,0,0,0,0,1266.51,0.0,23,False,False,0,0,0,0,0.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-03-01,2024,3,0,0,0,0,0,0.0,0,0,0,0,0,1281.19,0.0,20,True,False,0,0,0,0,0.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-04-01,2024,4,0,0,0,0,0,0.0,0,0,0,0,0,1271.77,0.0,20,False,False,0,0,0,0,0.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-05-01,2024,5,10,0,10,3,0,0.0,1,0,0,0,0,1270.25,0.0,21,False,False,0,0,0,0,0.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-06-01,2024,6,1,0,1,1,0,0.0,3,1,0,0,0,1265.43,0.0,39,False,False,10,0,1,10,3.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-07-01,2024,7,0,0,0,0,0,0.0,2,0,0,0,0,1274.61,0.0,37,False,False,1,0,3,1,3.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-08-01,2024,8,0,0,0,0,0,0.0,5,1,0,0,0,1258.45,0.0,35,False,False,0,0,2,0,3.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-09-01,2024,9,4,0,4,1,0,0.0,0,0,4,1,0,1262.19,0.0,33,False,False,0,0,5,0,0.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-10-01,2024,10,2,0,2,1,0,0.0,4,3,0,0,0,1272.89,0.0,29,False,False,4,0,0,4,1.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-11-01,2024,11,7,0,7,2,0,0.0,9,1,2,0,0,1271.96,0.0,27,True,False,2,0,4,2,2.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2024-12-01,2024,12,3,0,3,1,0,0.0,9,1,0,0,1,1292.41,0.0,19,True,False,7,0,9,7,4.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-01-01,2025,1,5,0,5,2,0,0.0,4,0,4,1,1,1315.22,0.0,19,True,False,3,0,9,3,4.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-02-01,2025,2,8,0,8,3,0,0.0,8,0,2,1,0,1323.63,0.0,15,False,False,5,0,4,5,5.0
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-03-01,2025,3,3,0,3,1,0,0.0,5,4,0,1,1,1325.2,0.0,34,False,False,8,0,8,8,5.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-04-01,2025,4,5,0,5,2,0,0.0,10,6,2,1,0,1309.72,0.0,30,True,False,3,0,5,3,5.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-05-01,2025,5,12,0,12,4,0,0.0,11,2,0,0,0,1320.8,0.0,24,False,False,5,0,10,5,5.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-06-01,2025,6,6,0,6,3,0,0.0,10,2,1,1,0,1331.21,0.0,41,False,False,12,0,11,12,6.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-07-01,2025,7,16,0,16,6,0,0.0,11,0,2,0,0,1319.83,0.0,33,False,False,6,0,10,6,7.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-08-01,2025,8,22,0,22,6,0,0.0,21,4,0,4,1,1325.17,0.0,21,True,False,16,0,11,16,11.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-09-01,2025,9,14,0,14,5,0,0.0,22,4,2,1,1,1327.3,0.0,30,True,False,22,0,21,22,14.67
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-10-01,2025,10,7,0,7,4,0,0.0,13,4,3,3,1,1341.27,0.0,15,False,False,14,0,22,14,17.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-11-01,2025,11,13,0,13,6,0,0.0,19,5,1,1,3,1342.03,0.0,20,False,False,7,0,13,7,14.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2025-12-01,2025,12,17,0,17,7,0,0.0,21,6,0,2,0,1339.07,0.0,3,False,False,13,0,19,13,11.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-01-01,2026,1,2,0,2,1,0,0.0,24,3,3,2,2,1330.84,0.0,25,False,False,17,0,21,17,12.33
183,Bastón de cuatro apoyos,Apoyo para caminar,VENTA,2026-02-01,2026,2,26,0,26,9,0,0.0,16,7,4,3,0,1325.22,0.0,23,False,False,2,0,24,2,10.67
