customer_id,product_id,interaction_type,occurred_at
1262,192,SEARCH,2024-09-01 13:32:48
1262,218,VIEW,2024-09-13 11:07:29
1262,181,VIEW,2024-09-16 10:26:48
1262,204,SEARCH,2024-10-22 06:58:00
1262,192,VIEW,2024-10-23 03:43:28
1262,203,VIEW,2024-10-28 14:55:06
1262,192,VIEW,2024-11-03 19:40:33
1262,207,VIEW,2024-11-15 23:15:11
1262,185,VIEW,2024-11-16 07:16:53
1262,198,SEARCH,2024-11-27 04:20:59
1262,199,VIEW,2024-12-26 04:34:25
1262,211,VIEW,2025-01-10 14:57:42
1262,213,VIEW,2025-01-20 21:05:00
1262,212,SEARCH,2025-01-25 22:08:08
1262,212,SEARCH,2025-02-05 14:33:28
1262,212,SEARCH,2025-02-07 03:20:01
1262,210,VIEW,2025-02-11 17:16:48
1262,207,VIEW,2025-02-12 17:39:37
1262,211,FAVORITE,2025-02-17 19:37:20
1262,192,VIEW,2025-04-20 16:55:54
1262,194,VIEW,2025-04-28 02:08:36
1262,192,VIEW,2025-05-29 20:01:15
1262,185,VIEW,2025-05-31 13:40:12
1262,211,SEARCH,2025-06-03 20:37:58
1262,211,ADD_TO_CART,2025-06-20 04:23:51
1262,198,VIEW,2025-06-20 13:15:24
1262,195,VIEW,2025-06-25 18:27:11
1262,185,VIEW,2025-08-15 19:06:41
1262,182,VIEW,2025-09-12 20:43:05
1262,194,SEARCH,2025-09-17 08:43:18
1262,180,ADD_TO_CART,2025-10-03 16:26:31
1262,211,SEARCH,2025-10-08 18:08:21
1262,197,SEARCH,2025-10-13 09:54:43
1262,197,VIEW,2025-10-21 05:15:19
1262,217,VIEW,2025-11-09 20:52:31
1262,198,VIEW,2025-11-25 03:22:47
1262,210,VIEW,2026-01-29 15:49:08
1262,218,VIEW,2026-02-05 10:51:23
1262,180,VIEW,2026-02-17 13:55:36
1262,197,ADD_TO_CART,2026-03-01 06:53:28
1262,217,VIEW,2026-03-10 07:21:28
1262,203,VIEW,2026-03-24 13:57:35
1262,197,VIEW,2026-04-22 10:50:00
1263,217,VIEW,2025-11-17 01:42:08
1263,184,VIEW,2025-11-19 17:09:39
1263,184,VIEW,2025-11-30 20:48:33
1263,212,SEARCH,2025-12-03 04:37:40
1263,194,ADD_TO_CART,2025-12-03 14:56:51
1263,212,SEARCH,2025-12-04 23:40:30
1263,195,VIEW,2025-12-05 19:29:10
1263,184,VIEW,2025-12-06 04:30:15
1263,207,ADD_TO_CART,2025-12-22 23:14:44
1263,212,VIEW,2025-12-25 02:39:51
1263,198,SEARCH,2025-12-25 15:59:47
1263,212,ADD_TO_CART,2025-12-28 10:26:07
1263,194,VIEW,2025-12-29 11:15:05
1263,211,SEARCH,2025-12-30 02:00:03
1263,194,VIEW,2025-12-30 21:56:43
1263,192,SEARCH,2026-01-01 01:39:52
1263,211,VIEW,2026-01-02 11:28:42
1263,211,VIEW,2026-01-10 04:30:28
1263,194,VIEW,2026-01-19 13:14:56
1263,192,VIEW,2026-01-24 00:06:01
1263,194,VIEW,2026-01-27 12:15:32
1263,194,ADD_TO_CART,2026-01-29 08:19:57
1263,200,FAVORITE,2026-01-31 01:40:33
1263,214,ADD_TO_CART,2026-02-04 07:37:57
1263,198,VIEW,2026-02-06 11:51:50
1263,211,ADD_TO_CART,2026-02-06 15:51:41
1263,193,VIEW,2026-02-09 08:19:13
1263,179,SEARCH,2026-02-10 21:46:46
1263,186,FAVORITE,2026-02-12 04:46:46
1263,212,ADD_TO_CART,2026-02-12 06:01:49
1263,206,SEARCH,2026-02-13 18:17:22
1263,192,VIEW,2026-02-15 22:11:03
1263,208,FAVORITE,2026-02-18 00:16:13
1263,215,VIEW,2026-02-18 12:56:47
1263,192,SEARCH,2026-02-21 05:33:20
1263,213,VIEW,2026-02-26 05:21:52
1263,202,SEARCH,2026-02-28 05:11:19
1263,212,VIEW,2026-03-08 20:24:18
1263,192,SHARE,2026-03-09 13:02:30
1263,212,VIEW,2026-03-17 23:57:11
1263,207,VIEW,2026-03-21 00:47:24
1263,196,VIEW,2026-03-29 08:16:18
1263,193,VIEW,2026-03-30 11:10:25
1263,214,VIEW,2026-03-30 21:23:24
1263,192,VIEW,2026-03-31 22:06:24
1263,193,VIEW,2026-04-07 03:56:26
1263,212,SEARCH,2026-04-08 08:03:52
1263,208,SEARCH,2026-04-11 15:31:37
1263,211,VIEW,2026-04-12 17:21:47
1263,211,VIEW,2026-04-19 16:40:35
1263,212,SEARCH,2026-04-21 01:28:00
1263,192,VIEW,2026-05-01 10:31:07
1263,193,SEARCH,2026-05-04 02:27:25
1263,209,VIEW,2026-05-08 12:20:28
1263,192,VIEW,2026-05-09 06:01:38
1263,213,VIEW,2026-05-13 10:08:12
1263,192,VIEW,2026-05-17 14:18:46
1263,197,VIEW,2026-05-18 03:22:26
1263,197,VIEW,2026-05-20 16:59:17
1263,179,VIEW,2026-05-23 07:05:12
1263,192,VIEW,2026-05-24 17:20:34
1263,208,VIEW,2026-05-25 11:14:55
1263,201,VIEW,2026-05-27 15:01:21
1263,183,VIEW,2026-05-28 10:39:45
1263,192,SEARCH,2026-05-30 00:04:55
1263,182,VIEW,2026-05-30 08:24:10
1263,217,VIEW,2026-06-04 00:48:52
1263,217,VIEW,2026-06-09 00:32:55
1263,212,VIEW,2026-06-11 17:06:00
1264,215,SEARCH,2026-01-24 12:39:53
1264,209,VIEW,2026-01-25 19:06:13
1264,203,VIEW,2026-02-08 03:26:36
1264,196,VIEW,2026-02-08 12:54:16
1264,199,VIEW,2026-02-11 20:30:42
1264,195,VIEW,2026-02-12 19:28:07
1264,210,VIEW,2026-02-14 04:09:55
1264,195,SHARE,2026-02-19 03:43:16
1264,196,VIEW,2026-02-22 13:48:49
1264,190,VIEW,2026-02-22 18:52:09
1264,212,SEARCH,2026-02-22 23:45:58
1264,205,VIEW,2026-02-23 02:49:59
1264,207,VIEW,2026-02-27 16:56:42
1264,209,SEARCH,2026-03-02 11:51:43
1264,215,VIEW,2026-03-07 18:14:58
1264,217,VIEW,2026-03-13 17:01:45
1264,215,VIEW,2026-03-17 08:43:51
1264,210,VIEW,2026-03-18 17:36:57
1264,194,VIEW,2026-03-19 17:33:04
1264,217,ADD_TO_CART,2026-03-23 20:29:05
1264,192,ADD_TO_CART,2026-03-25 05:42:01
1264,196,ADD_TO_CART,2026-04-08 15:40:05
1264,191,VIEW,2026-04-09 15:06:26
1264,194,VIEW,2026-04-15 03:01:24
1264,190,VIEW,2026-04-15 04:11:56
1264,216,VIEW,2026-04-16 09:57:18
1264,195,SEARCH,2026-04-16 12:57:04
1264,195,VIEW,2026-04-21 15:46:48
1264,198,VIEW,2026-04-22 20:34:08
1264,195,ADD_TO_CART,2026-04-23 01:54:26
1264,194,SEARCH,2026-04-23 18:22:17
1264,209,VIEW,2026-04-23 22:01:23
1264,180,SHARE,2026-04-26 01:15:55
1264,199,VIEW,2026-04-30 19:25:28
1264,210,VIEW,2026-05-03 09:47:25
1264,209,ADD_TO_CART,2026-05-08 16:38:58
1264,188,VIEW,2026-05-10 03:31:43
1264,196,FAVORITE,2026-05-11 10:36:03
1264,217,VIEW,2026-05-13 05:55:37
1264,216,VIEW,2026-05-19 14:43:43
1264,210,VIEW,2026-05-21 15:43:23
1264,202,VIEW,2026-05-25 14:38:58
1264,218,VIEW,2026-05-25 20:59:16
1264,217,VIEW,2026-05-26 03:10:06
1264,208,VIEW,2026-05-28 22:02:29
1264,209,SEARCH,2026-06-03 03:59:28
1264,195,VIEW,2026-06-03 11:23:04
1264,205,VIEW,2026-06-03 13:58:03
1264,185,VIEW,2026-06-05 12:09:00
1265,201,VIEW,2025-03-20 23:14:53
1265,195,ADD_TO_CART,2025-03-27 04:54:24
1265,207,SHARE,2025-03-29 22:58:24
1265,206,VIEW,2025-04-07 01:50:34
1265,217,SEARCH,2025-04-14 00:22:29
1265,202,VIEW,2025-04-24 21:58:43
1265,196,VIEW,2025-05-11 01:03:54
1265,184,VIEW,2025-05-24 04:21:54
1265,211,SHARE,2025-06-05 09:33:07
1265,194,SEARCH,2025-06-24 03:30:23
1265,207,VIEW,2025-06-30 07:14:31
1265,190,VIEW,2025-07-08 08:20:48
1265,196,SEARCH,2025-07-27 17:26:06
1265,207,VIEW,2025-07-30 08:17:48
1265,189,VIEW,2025-08-01 03:48:16
1265,207,VIEW,2025-08-01 15:36:28
1265,202,VIEW,2025-08-11 10:57:48
1265,208,VIEW,2025-08-21 20:50:24
1265,191,VIEW,2025-08-23 16:52:45
1265,207,SEARCH,2025-08-24 03:46:16
1265,207,VIEW,2025-09-11 07:12:03
1265,208,VIEW,2025-09-11 22:35:57
1265,207,VIEW,2025-09-15 08:59:21
1265,218,VIEW,2025-09-21 14:31:29
1265,207,VIEW,2025-09-27 16:07:51
1265,190,VIEW,2025-10-04 19:57:16
1265,207,SEARCH,2025-10-06 21:21:52
1265,208,VIEW,2025-10-23 16:51:01
1265,182,VIEW,2025-11-25 14:41:16
1265,204,ADD_TO_CART,2025-11-28 03:31:32
1265,207,VIEW,2025-12-02 19:43:34
1265,180,SEARCH,2025-12-15 04:46:32
1265,218,SEARCH,2025-12-24 03:52:45
1265,206,VIEW,2025-12-28 16:22:30
1265,194,FAVORITE,2026-01-05 10:29:34
1265,208,VIEW,2026-01-21 10:02:56
1265,208,ADD_TO_CART,2026-01-24 21:55:42
1265,207,VIEW,2026-02-04 20:57:24
1265,187,VIEW,2026-02-06 06:12:33
1265,207,VIEW,2026-02-18 08:30:58
1265,194,VIEW,2026-02-22 04:16:54
1265,207,VIEW,2026-03-13 11:06:35
1265,207,VIEW,2026-03-21 02:19:02
1265,181,SEARCH,2026-03-22 22:30:03
1265,185,ADD_TO_CART,2026-03-28 09:20:12
1265,191,VIEW,2026-03-30 06:08:10
1265,214,ADD_TO_CART,2026-04-10 00:21:12
1265,203,VIEW,2026-04-20 12:45:37
1265,194,VIEW,2026-05-10 10:08:28
1265,208,VIEW,2026-05-20 09:52:29
1265,207,VIEW,2026-05-21 20:34:33
1265,216,FAVORITE,2026-05-27 14:17:28
1265,208,VIEW,2026-05-29 20:29:34
1265,207,VIEW,2026-06-09 05:43:47
1265,193,VIEW,2026-06-11 16:22:43
1265,206,SEARCH,2026-06-22 00:45:49
1265,186,FAVORITE,2026-06-22 21:12:21
1265,180,VIEW,2026-07-20 09:54:00
1266,193,VIEW,2025-03-20 15:37:26
1266,179,VIEW,2025-04-04 07:54:52
1266,192,ADD_TO_CART,2025-04-09 02:23:59
1266,217,VIEW,2025-04-11 19:53:27
1266,183,VIEW,2025-04-18 08:46:38
1266,209,VIEW,2025-04-30 19:51:06
1266,207,VIEW,2025-05-06 18:16:10
1266,218,VIEW,2025-05-11 06:03:54
1266,207,VIEW,2025-05-19 04:22:54
1266,190,VIEW,2025-07-02 06:41:50
1266,204,VIEW,2025-07-15 12:05:02
1266,206,ADD_TO_CART,2025-08-02 15:24:59
1266,207,FAVORITE,2025-08-10 05:12:18
1266,183,FAVORITE,2025-08-13 11:40:00
1266,208,SEARCH,2025-08-21 09:52:12
1266,194,SEARCH,2025-08-27 22:16:47
1266,205,VIEW,2025-09-06 10:53:13
1266,205,ADD_TO_CART,2025-09-13 18:38:57
1266,181,VIEW,2025-09-19 18:49:54
1266,198,VIEW,2025-09-21 06:38:15
1266,190,ADD_TO_CART,2025-10-03 02:20:14
1266,203,VIEW,2025-10-23 23:47:24
1266,218,VIEW,2025-10-26 10:55:54
1266,189,FAVORITE,2025-11-03 10:46:42
1266,208,VIEW,2025-11-10 13:50:02
1266,197,SEARCH,2025-11-11 05:09:32
1266,179,SHARE,2025-11-17 01:11:06
1266,198,ADD_TO_CART,2025-12-03 15:39:38
1266,205,ADD_TO_CART,2025-12-04 00:53:15
1266,190,SEARCH,2025-12-18 05:57:54
1266,213,SHARE,2025-12-27 00:49:40
1266,186,VIEW,2025-12-27 09:52:12
1266,180,VIEW,2025-12-28 09:33:21
1266,207,VIEW,2025-12-30 12:26:25
1266,203,SEARCH,2025-12-30 17:27:12
1266,184,VIEW,2026-01-09 00:14:08
1266,213,VIEW,2026-02-19 14:49:41
1266,209,VIEW,2026-02-19 21:37:45
1266,206,VIEW,2026-02-26 09:35:23
1266,188,VIEW,2026-03-07 04:41:46
1266,196,VIEW,2026-03-10 04:30:08
1266,207,VIEW,2026-04-01 01:36:26
1266,208,VIEW,2026-04-04 12:32:05
1266,206,VIEW,2026-04-09 15:18:56
1266,207,VIEW,2026-04-20 10:52:48
1266,179,VIEW,2026-05-02 07:25:39
1266,208,VIEW,2026-05-03 01:59:10
1266,207,ADD_TO_CART,2026-05-03 14:28:02
1266,208,ADD_TO_CART,2026-05-08 20:00:56
1266,207,ADD_TO_CART,2026-05-09 08:58:13
1266,217,SEARCH,2026-05-11 08:02:58
1266,208,VIEW,2026-05-12 12:51:00
1266,208,ADD_TO_CART,2026-05-16 15:03:13
1266,200,VIEW,2026-05-19 10:02:46
1266,207,ADD_TO_CART,2026-06-20 00:02:18
1266,206,SEARCH,2026-06-22 06:07:34
1266,198,VIEW,2026-07-10 11:48:00
1267,182,VIEW,2024-08-18 21:52:56
1267,199,ADD_TO_CART,2024-08-23 05:55:01
1267,187,VIEW,2024-09-06 18:35:20
1267,194,VIEW,2024-10-01 13:49:32
1267,184,VIEW,2024-10-11 20:29:59
1267,198,ADD_TO_CART,2024-10-15 12:31:34
1267,214,VIEW,2024-11-05 04:48:12
1267,194,VIEW,2024-11-23 09:06:34
1267,203,VIEW,2024-12-15 17:55:41
1267,186,VIEW,2024-12-30 03:37:46
1267,210,VIEW,2025-01-09 03:54:08
1267,205,ADD_TO_CART,2025-02-10 03:53:02
1267,198,VIEW,2025-02-19 02:52:23
1267,213,VIEW,2025-03-02 02:58:16
1267,193,VIEW,2025-03-06 06:27:52
1267,180,VIEW,2025-03-10 19:32:34
1267,204,SEARCH,2025-03-11 21:38:39
1267,201,FAVORITE,2025-03-12 14:40:29
1267,179,VIEW,2025-03-28 12:08:47
1267,193,VIEW,2025-03-28 23:13:22
1267,194,SHARE,2025-04-02 17:16:38
1267,217,VIEW,2025-04-06 05:17:15
1267,211,VIEW,2025-04-12 01:26:54
1267,212,VIEW,2025-04-14 21:23:23
1267,181,SEARCH,2025-04-14 21:30:18
1267,198,ADD_TO_CART,2025-04-24 21:52:34
1267,180,VIEW,2025-04-28 22:45:04
1267,199,FAVORITE,2025-04-30 21:11:48
1267,194,VIEW,2025-05-20 21:38:55
1267,193,VIEW,2025-05-24 15:49:51
1267,199,ADD_TO_CART,2025-05-25 09:50:23
1267,199,VIEW,2025-06-01 20:26:39
1267,201,VIEW,2025-06-06 12:11:53
1267,213,SEARCH,2025-06-09 03:32:22
1267,189,VIEW,2025-06-30 14:30:33
1267,188,VIEW,2025-07-04 22:13:11
1267,193,VIEW,2025-07-06 16:53:22
1267,193,VIEW,2025-07-15 17:47:03
1267,214,SEARCH,2025-07-21 04:33:25
1267,187,VIEW,2025-07-30 06:20:46
1267,209,VIEW,2025-07-30 13:08:33
1267,181,SHARE,2025-07-30 15:27:35
1267,214,ADD_TO_CART,2025-08-05 11:05:08
1267,213,VIEW,2025-08-06 14:07:04
1267,194,VIEW,2025-08-13 15:02:10
1267,193,VIEW,2025-08-17 22:48:14
1267,194,FAVORITE,2025-08-24 09:14:37
1267,193,VIEW,2025-08-31 13:47:01
1267,189,ADD_TO_CART,2025-09-05 16:43:38
1267,213,VIEW,2025-09-13 14:52:09
1267,209,VIEW,2025-09-26 08:43:37
1267,207,SHARE,2025-09-26 22:29:08
1267,193,SHARE,2025-09-28 07:18:38
1267,193,SHARE,2025-10-05 19:44:37
1267,213,VIEW,2025-10-13 05:46:37
1267,184,SEARCH,2025-10-15 22:10:18
1267,194,SEARCH,2025-10-24 23:42:48
1267,193,VIEW,2025-11-01 14:19:57
1267,193,VIEW,2025-11-03 15:50:43
1267,194,VIEW,2025-11-04 05:50:08
1267,213,SEARCH,2025-11-11 17:33:31
1267,213,VIEW,2025-11-18 04:51:51
1267,213,FAVORITE,2025-11-20 16:53:29
1267,194,VIEW,2025-11-30 02:24:07
1267,183,SEARCH,2025-12-21 06:47:45
1267,199,FAVORITE,2026-01-02 21:47:57
1267,194,VIEW,2026-01-06 09:36:18
1267,213,VIEW,2026-01-21 11:36:45
1267,199,VIEW,2026-02-02 03:04:37
1267,193,VIEW,2026-02-10 13:08:30
1267,182,FAVORITE,2026-02-14 09:40:23
1267,181,VIEW,2026-04-10 08:38:04
1267,207,VIEW,2026-04-12 05:03:49
1267,201,ADD_TO_CART,2026-04-18 08:49:51
1267,193,SEARCH,2026-04-18 14:24:30
1267,182,VIEW,2026-04-21 20:44:49
1267,194,VIEW,2026-05-18 11:11:00
1268,209,VIEW,2025-07-04 02:32:10
1268,193,VIEW,2025-07-05 06:20:11
1268,198,VIEW,2025-07-08 10:14:29
1268,195,SEARCH,2025-07-22 19:57:11
1268,207,VIEW,2025-07-25 08:39:53
1268,209,ADD_TO_CART,2025-08-04 21:01:50
1268,216,VIEW,2025-09-14 05:35:53
1268,186,SEARCH,2025-09-25 19:47:16
1268,194,FAVORITE,2025-10-05 06:24:30
1268,193,VIEW,2025-10-08 06:56:21
1268,199,VIEW,2025-10-19 06:00:14
1268,213,VIEW,2025-10-27 09:58:12
1268,193,VIEW,2025-10-27 16:17:44
