product_id,product_name,month,monthly_demand,predicted_demand,residual,absolute_error
198,Silla de ruedas infantil,2026-03-01,3,14.899864804715222,-11.899864804715222,11.899864804715222
199,Scooter de movilidad compacto,2026-03-01,0,8.71975889576361,-8.71975889576361,8.71975889576361
200,Andadera con asiento y ruedas,2026-03-01,21,20.818718904464376,0.1812810955356241,0.1812810955356241
201,Andadera pediátrica ajustable,2026-03-01,35,16.34022508957433,18.65977491042567,18.65977491042567
202,Bastón plegable de aluminio,2026-03-01,8,12.084617293541124,-4.084617293541124,4.084617293541124
203,Oxímetro de pulso digital,2026-03-01,8,27.73534185411549,-19.73534185411549,19.73534185411549
204,Regulador para tanque de oxígeno,2026-03-01,22,26.469875506762904,-4.469875506762904,4.469875506762904
205,Cilindro de oxígeno 9500 L,2026-03-01,0,6.263871800078837,-6.263871800078837,6.263871800078837
206,Aspirador de secreciones portátil,2026-03-01,24,12.869734062737791,11.130265937262209,11.130265937262209
207,CPAP automático con humidificador,2026-03-01,2,9.055604610899817,-7.055604610899817,7.055604610899817
208,BiPAP domiciliario,2026-03-01,0,3.6583718065890602,-3.6583718065890602,3.6583718065890602
209,Mesa puente para cama hospitalaria,2026-03-01,38,19.89613122426133,18.10386877573867,18.10386877573867
210,Barandal abatible para cama,2026-03-01,21,30.06934588245401,-9.069345882454009,9.069345882454009
211,Cojín antiescaras de gel,2026-03-01,20,22.624855082807255,-2.6248550828072545,2.6248550828072545
212,Elevador hidráulico de paciente,2026-03-01,0,2.193488137722323,-2.193488137722323,2.193488137722323
213,Silla cómoda sanitaria,2026-03-01,40,28.413886446694328,11.586113553305672,11.586113553305672
214,Barra de apoyo para baño,2026-03-01,20,20.945703925914163,-0.9457039259141631,0.9457039259141631
215,Collarín cervical semirrígido,2026-03-01,23,19.526799272691985,3.473200727308015,3.473200727308015
216,Tobillera estabilizadora,2026-03-01,20,26.14098457267803,-6.140984572678029,6.140984572678029
217,Muñequera con férula palmar,2026-03-01,13,19.762929518146404,-6.762929518146404,6.762929518146404
218,Compresero eléctrico terapéutico,2026-03-01,26,21.971701208373286,4.028298791626714,4.028298791626714
179,Silla de ruedas estándar,2026-04-01,46,16.79963780277425,29.20036219722575,29.20036219722575
180,Silla de ruedas reclinable,2026-04-01,12,20.211553729760887,-8.211553729760887,8.211553729760887
181,Silla de ruedas bariátrica,2026-04-01,0,8.038304136306417,-8.038304136306417,8.038304136306417
182,Andadera plegable aluminio,2026-04-01,43,28.194903051808353,14.805096948191647,14.805096948191647
183,Bastón de cuatro apoyos,2026-04-01,25,19.66807302556413,5.33192697443587,5.33192697443587
184,Muletas axilares ajustables,2026-04-01,34,30.724661377053277,3.275338622946723,3.275338622946723
185,Concentrador de oxígeno 5 L,2026-04-01,0,3.6100258233319313,-3.6100258233319313,3.6100258233319313
186,Concentrador de oxígeno portátil,2026-04-01,0,7.019809875507667,-7.019809875507667,7.019809875507667
187,Tanque de oxígeno 682 L,2026-04-01,18,10.627257101664913,7.372742898335087,7.372742898335087
188,Nebulizador compresor,2026-04-01,22,22.4334630501325,-0.43346305013249875,0.43346305013249875
189,Cama hospitalaria manual,2026-04-01,0,7.615171839091183,-7.615171839091183,7.615171839091183
190,Cama hospitalaria eléctrica,2026-04-01,0,4.173847067622821,-4.173847067622821,4.173847067622821
191,Colchón antiescaras,2026-04-01,19,19.09459809929187,-0.09459809929186846,0.09459809929186846
192,Grúa para traslado de pacientes,2026-04-01,0,3.9955225003100283,-3.9955225003100283,3.9955225003100283
193,Baño portátil con ruedas,2026-04-01,37,26.364527786746187,10.635472213253813,10.635472213253813
194,Banco para regadera,2026-04-01,24,24.865551905459526,-0.865551905459526,0.865551905459526
195,Faja lumbar ortopédica,2026-04-01,22,20.86369000486829,1.136309995131711,1.136309995131711
196,Rodillera estabilizadora,2026-04-01,48,32.08247606737498,15.917523932625024,15.917523932625024
197,Silla de transporte ultraligera,2026-04-01,21,20.433979363879857,0.5660206361201432,0.5660206361201432
198,Silla de ruedas infantil,2026-04-01,16,10.686308960314701,5.313691039685299,5.313691039685299
199,Scooter de movilidad compacto,2026-04-01,0,6.978285788003432,-6.978285788003432,6.978285788003432
200,Andadera con asiento y ruedas,2026-04-01,45,19.30180725835538,25.69819274164462,25.69819274164462
201,Andadera pediátrica ajustable,2026-04-01,58,28.042465266294776,29.957534733705224,29.957534733705224
202,Bastón plegable de aluminio,2026-04-01,17,13.934565321068561,3.065434678931439,3.065434678931439
203,Oxímetro de pulso digital,2026-04-01,22,13.409729996015045,8.590270003984955,8.590270003984955
204,Regulador para tanque de oxígeno,2026-04-01,36,20.38647464945792,15.61352535054208,15.61352535054208
205,Cilindro de oxígeno 9500 L,2026-04-01,0,4.775134130478539,-4.775134130478539,4.775134130478539
206,Aspirador de secreciones portátil,2026-04-01,8,17.93426592030123,-9.934265920301229,9.934265920301229
207,CPAP automático con humidificador,2026-04-01,2,12.140869783785917,-10.140869783785917,10.140869783785917
208,BiPAP domiciliario,2026-04-01,0,3.6647268021308887,-3.6647268021308887,3.6647268021308887
209,Mesa puente para cama hospitalaria,2026-04-01,35,31.513003234441584,3.486996765558416,3.486996765558416
210,Barandal abatible para cama,2026-04-01,9,18.746738883969876,-9.746738883969876,9.746738883969876
211,Cojín antiescaras de gel,2026-04-01,28,17.64106689810367,10.35893310189633,10.35893310189633
212,Elevador hidráulico de paciente,2026-04-01,0,4.450555918478637,-4.450555918478637,4.450555918478637
213,Silla cómoda sanitaria,2026-04-01,22,31.59413053112443,-9.594130531124431,9.594130531124431
214,Barra de apoyo para baño,2026-04-01,28,17.28867971842013,10.71132028157987,10.71132028157987
215,Collarín cervical semirrígido,2026-04-01,32,18.062440769173577,13.937559230826423,13.937559230826423
216,Tobillera estabilizadora,2026-04-01,25,16.626786546986867,8.373213453013133,8.373213453013133
217,Muñequera con férula palmar,2026-04-01,25,20.71988815621184,4.280111843788159,4.280111843788159
218,Compresero eléctrico terapéutico,2026-04-01,49,22.1545664694398,26.8454335305602,26.8454335305602
179,Silla de ruedas estándar,2026-05-01,27,33.920615429611026,-6.920615429611026,6.920615429611026
180,Silla de ruedas reclinable,2026-05-01,10,13.445697315144013,-3.445697315144013,3.445697315144013
181,Silla de ruedas bariátrica,2026-05-01,0,6.353448161453399,-6.353448161453399,6.353448161453399
182,Andadera plegable aluminio,2026-05-01,58,28.774503099973952,29.225496900026048,29.225496900026048
183,Bastón de cuatro apoyos,2026-05-01,20,21.441580921822815,-1.4415809218228155,1.4415809218228155
184,Muletas axilares ajustables,2026-05-01,46,29.819030207954228,16.180969792045772,16.180969792045772
185,Concentrador de oxígeno 5 L,2026-05-01,1,3.7684737021765984,-2.7684737021765984,2.7684737021765984
186,Concentrador de oxígeno portátil,2026-05-01,1,1.7213693014545521,-0.7213693014545521,0.7213693014545521
187,Tanque de oxígeno 682 L,2026-05-01,22,18.82911004964545,3.1708899503545496,3.1708899503545496
188,Nebulizador compresor,2026-05-01,53,19.52049532558634,33.47950467441366,33.47950467441366
189,Cama hospitalaria manual,2026-05-01,0,6.330873960698214,-6.330873960698214,6.330873960698214
190,Cama hospitalaria eléctrica,2026-05-01,0,1.7976600228872956,-1.7976600228872956,1.7976600228872956
191,Colchón antiescaras,2026-05-01,16,15.60230736560311,0.39769263439688984,0.39769263439688984
192,Grúa para traslado de pacientes,2026-05-01,0,5.068620974069223,-5.068620974069223,5.068620974069223
193,Baño portátil con ruedas,2026-05-01,45,32.29114434103494,12.708855658965057,12.708855658965057
194,Banco para regadera,2026-05-01,56,22.441000837901907,33.55899916209809,33.55899916209809
195,Faja lumbar ortopédica,2026-05-01,35,19.83202659155489,15.16797340844511,15.16797340844511
196,Rodillera estabilizadora,2026-05-01,21,32.62111084421104,-11.621110844211039,11.621110844211039
197,Silla de transporte ultraligera,2026-05-01,22,21.412478379893003,0.5875216201069975,0.5875216201069975
198,Silla de ruedas infantil,2026-05-01,11,16.53575289621944,-5.535752896219439,5.535752896219439
199,Scooter de movilidad compacto,2026-05-01,0,5.796864855051787,-5.796864855051787,5.796864855051787
200,Andadera con asiento y ruedas,2026-05-01,48,34.42724241269605,13.572757587303947,13.572757587303947
201,Andadera pediátrica ajustable,2026-05-01,34,40.920146109188515,-6.920146109188515,6.920146109188515
202,Bastón plegable de aluminio,2026-05-01,10,16.417418344132887,-6.417418344132887,6.417418344132887
203,Oxímetro de pulso digital,2026-05-01,8,21.01193856387084,-13.011938563870839,13.011938563870839
204,Regulador para tanque de oxígeno,2026-05-01,36,26.499239209616885,9.500760790383115,9.500760790383115
205,Cilindro de oxígeno 9500 L,2026-05-01,0,3.8875315567266133,-3.8875315567266133,3.8875315567266133
206,Aspirador de secreciones portátil,2026-05-01,32,8.575818421513052,23.424181578486948,23.424181578486948
207,CPAP automático con humidificador,2026-05-01,3,12.338685373424173,-9.338685373424173,9.338685373424173
208,BiPAP domiciliario,2026-05-01,0,3.695957230463927,-3.695957230463927,3.695957230463927
209,Mesa puente para cama hospitalaria,2026-05-01,14,28.408712900814265,-14.408712900814265,14.408712900814265
210,Barandal abatible para cama,2026-05-01,52,13.362021079864078,38.63797892013592,38.63797892013592
211,Cojín antiescaras de gel,2026-05-01,31,24.800342714133407,6.199657285866593,6.199657285866593
212,Elevador hidráulico de paciente,2026-05-01,0,1.6927983842799441,-1.6927983842799441,1.6927983842799441
213,Silla cómoda sanitaria,2026-05-01,58,19.364489235228383,38.63551076477162,38.63551076477162
214,Barra de apoyo para baño,2026-05-01,26,21.599958513263125,4.400041486736875,4.400041486736875
215,Collarín cervical semirrígido,2026-05-01,23,22.672035055777982,0.3279649442220176,0.3279649442220176
216,Tobillera estabilizadora,2026-05-01,16,19.799102951403068,-3.799102951403068,3.799102951403068
217,Muñequera con férula palmar,2026-05-01,18,26.42826907582787,-8.42826907582787,8.42826907582787
218,Compresero eléctrico terapéutico,2026-05-01,39,32.602629191219414,6.397370808780586,6.397370808780586
179,Silla de ruedas estándar,2026-06-01,21,22.565926053272538,-1.5659260532725376,1.5659260532725376
180,Silla de ruedas reclinable,2026-06-01,22,11.165432194314274,10.834567805685726,10.834567805685726
181,Silla de ruedas bariátrica,2026-06-01,0,5.060810555752871,-5.060810555752871,5.060810555752871
182,Andadera plegable aluminio,2026-06-01,23,39.394763414546325,-16.394763414546325,16.394763414546325
183,Bastón de cuatro apoyos,2026-06-01,44,18.171740980809858,25.828259019190142,25.828259019190142
184,Muletas axilares ajustables,2026-06-01,49,37.67305700953982,11.326942990460182,11.326942990460182
185,Concentrador de oxígeno 5 L,2026-06-01,0,5.500126480598719,-5.500126480598719,5.500126480598719
186,Concentrador de oxígeno portátil,2026-06-01,0,5.780591938301922,-5.780591938301922,5.780591938301922
187,Tanque de oxígeno 682 L,2026-06-01,35,21.805868931166437,13.194131068833563,13.194131068833563
188,Nebulizador compresor,2026-06-01,27,37.22758265857018,-10.227582658570178,10.227582658570178
189,Cama hospitalaria manual,2026-06-01,0,5.166138055034008,-5.166138055034008,5.166138055034008
190,Cama hospitalaria eléctrica,2026-06-01,0,4.319193369337602,-4.319193369337602,4.319193369337602
191,Colchón antiescaras,2026-06-01,22,12.639360784870163,9.360639215129837,9.360639215129837
192,Grúa para traslado de pacientes,2026-06-01,0,7.120205771923546,-7.120205771923546,7.120205771923546
193,Baño portátil con ruedas,2026-06-01,25,37.79218272029278,-12.792182720292779,12.792182720292779
194,Banco para regadera,2026-06-01,30,42.411740481484316,-12.411740481484316,12.411740481484316
195,Faja lumbar ortopédica,2026-06-01,11,28.700505382247716,-17.700505382247716,17.700505382247716
196,Rodillera estabilizadora,2026-06-01,29,19.283842448612305,9.716157551387695,9.716157551387695
197,Silla de transporte ultraligera,2026-06-01,36,21.93164705205249,14.06835294794751,14.06835294794751
198,Silla de ruedas infantil,2026-06-01,13,13.141261983554578,-0.1412619835545783,0.1412619835545783
199,Scooter de movilidad compacto,2026-06-01,0,6.791676210894846,-6.791676210894846,6.791676210894846
200,Andadera con asiento y ruedas,2026-06-01,37,33.18830213362918,3.811697866370821,3.811697866370821
201,Andadera pediátrica ajustable,2026-06-01,47,31.548832235480532,15.451167764519468,15.451167764519468
202,Bastón plegable de aluminio,2026-06-01,12,18.342937819357694,-6.342937819357694,6.342937819357694
203,Oxímetro de pulso digital,2026-06-01,25,15.388617722399825,9.611382277600175,9.611382277600175
204,Regulador para tanque de oxígeno,2026-06-01,37,25.860048175423188,11.139951824576812,11.139951824576812
205,Cilindro de oxígeno 9500 L,2026-06-01,0,5.517184564482282,-5.517184564482282,5.517184564482282
206,Aspirador de secreciones portátil,2026-06-01,15,21.514637478810126,-6.514637478810126,6.514637478810126
207,CPAP automático con humidificador,2026-06-01,4,12.939227722422483,-8.939227722422483,8.939227722422483
208,BiPAP domiciliario,2026-06-01,0,4.650595306734002,-4.650595306734002,4.650595306734002
209,Mesa puente para cama hospitalaria,2026-06-01,38,20.929429140439506,17.070570859560494,17.070570859560494
210,Barandal abatible para cama,2026-06-01,44,40.223520796451325,3.776479203548675,3.776479203548675
211,Cojín antiescaras de gel,2026-06-01,35,24.438034600526457,10.561965399473543,10.561965399473543
212,Elevador hidráulico de paciente,2026-06-01,0,1.7832168850509449,-1.7832168850509449,1.7832168850509449
213,Silla cómoda sanitaria,2026-06-01,47,42.89749045668803,4.102509543311967,4.102509543311967
214,Barra de apoyo para baño,2026-06-01,38,18.46245615112754,19.53754384887246,19.53754384887246
215,Collarín cervical semirrígido,2026-06-01,21,18.60434117486365,2.3956588251363513,2.3956588251363513
216,Tobillera estabilizadora,2026-06-01,35,15.788502905978579,19.21149709402142,19.21149709402142
217,Muñequera con férula palmar,2026-06-01,36,20.942044307415912,15.057955692584088,15.057955692584088
218,Compresero eléctrico terapéutico,2026-06-01,23,30.340901459022838,-7.340901459022838,7.340901459022838
179,Silla de ruedas estándar,2026-07-01,10,18.70676972685405,-8.706769726854048,8.706769726854048
180,Silla de ruedas reclinable,2026-07-01,1,16.369792261808982,-15.369792261808982,15.369792261808982
181,Silla de ruedas bariátrica,2026-07-01,0,5.106467895829213,-5.106467895829213,5.106467895829213
182,Andadera plegable aluminio,2026-07-01,20,19.203360578613847,0.7966394213861534,0.7966394213861534
183,Bastón de cuatro apoyos,2026-07-01,6,33.31434657625966,-27.31434657625966,27.31434657625966
184,Muletas axilares ajustables,2026-07-01,14,37.93441069865463,-23.93441069865463,23.93441069865463
185,Concentrador de oxígeno 5 L,2026-07-01,0,3.742703944514863,-3.742703944514863,3.742703944514863
186,Concentrador de oxígeno portátil,2026-07-01,0,6.501014111959961,-6.501014111959961,6.501014111959961
187,Tanque de oxígeno 682 L,2026-07-01,13,24.155145347258614,-11.155145347258614,11.155145347258614
188,Nebulizador compresor,2026-07-01,26,20.365378872680658,5.634621127319342,5.634621127319342
189,Cama hospitalaria manual,2026-07-01,1,5.275293978394785,-4.275293978394785,4.275293978394785
190,Cama hospitalaria eléctrica,2026-07-01,0,4.107422070497116,-4.107422070497116,4.107422070497116
191,Colchón antiescaras,2026-07-01,1,17.382532716595076,-16.382532716595076,16.382532716595076
192,Grúa para traslado de pacientes,2026-07-01,0,3.460149070946052,-3.460149070946052,3.460149070946052
193,Baño portátil con ruedas,2026-07-01,12,22.50871256295118,-10.508712562951182,10.508712562951182
194,Banco para regadera,2026-07-01,20,26.772470891436004,-6.772470891436004,6.772470891436004
195,Faja lumbar ortopédica,2026-07-01,22,16.858416555554825,5.141583444445175,5.141583444445175
196,Rodillera estabilizadora,2026-07-01,10,22.598237409429856,-12.598237409429856,12.598237409429856
197,Silla de transporte ultraligera,2026-07-01,9,23.18751893106085,-14.18751893106085,14.18751893106085
198,Silla de ruedas infantil,2026-07-01,6,13.614977527399297,-7.614977527399297,7.614977527399297
199,Scooter de movilidad compacto,2026-07-01,0,5.254932251379095,-5.254932251379095,5.254932251379095
200,Andadera con asiento y ruedas,2026-07-01,17,24.90676129497578,-7.90676129497578,7.90676129497578
201,Andadera pediátrica ajustable,2026-07-01,14,35.62931791279814,-21.629317912798143,21.629317912798143
202,Bastón plegable de aluminio,2026-07-01,9,15.191228143203919,-6.191228143203919,6.191228143203919
203,Oxímetro de pulso digital,2026-07-01,13,24.806235788775673,-11.806235788775673,11.806235788775673
204,Regulador para tanque de oxígeno,2026-07-01,16,26.57108491778083,-10.57108491778083,10.57108491778083
205,Cilindro de oxígeno 9500 L,2026-07-01,1,5.9753389087279505,-4.9753389087279505,4.9753389087279505
206,Aspirador de secreciones portátil,2026-07-01,9,11.741238578564456,-2.741238578564456,2.741238578564456
207,CPAP automático con humidificador,2026-07-01,1,4.987424503616088,-3.9874245036160882,3.9874245036160882
208,BiPAP domiciliario,2026-07-01,0,2.3058527130570052,-2.3058527130570052,2.3058527130570052
209,Mesa puente para cama hospitalaria,2026-07-01,9,32.389040606476435,-23.389040606476435,23.389040606476435
210,Barandal abatible para cama,2026-07-01,12,32.82385051334399,-20.82385051334399,20.82385051334399
211,Cojín antiescaras de gel,2026-07-01,14,25.413909496620967,-11.413909496620967,11.413909496620967
212,Elevador hidráulico de paciente,2026-07-01,0,2.1821574388103206,-2.1821574388103206,2.1821574388103206
213,Silla cómoda sanitaria,2026-07-01,11,36.212576088111376,-25.212576088111376,25.212576088111376
214,Barra de apoyo para baño,2026-07-01,11,25.360219542328405,-14.360219542328405,14.360219542328405
215,Collarín cervical semirrígido,2026-07-01,7,16.728788939051327,-9.728788939051327,9.728788939051327
216,Tobillera estabilizadora,2026-07-01,2,23.45252173961851,-21.45252173961851,21.45252173961851
217,Muñequera con férula palmar,2026-07-01,4,29.25177580066815,-25.25177580066815,25.25177580066815
218,Compresero eléctrico terapéutico,2026-07-01,17,23.28880822167367,-6.288808221673669,6.288808221673669
